Index,Tweets
1714,👉 The German sense of humour 😂 🇬🇧🇩🇪#Fasching2023 @RishiSunak @Conservatives #Brexit https://t.co/y64yxcxnHT
1715,"@PhilipOConnor5 Definitely not #Brexit though
https://t.co/EEEmYGIasm"
1716,I am sorry but this is #Brexit Britain #BrexitBritain https://t.co/Z2XUmYG2Cu
1717,RT @DeepSteveo: #Brexit is such a failure. Here’s another example of where culturally progressive Europeans move forward and Britain is lef…
1718,RT @DJmissGripper: #Brexit 😂😂 https://t.co/b247lA36GJ
1719,Scottish business leaders blast #Brexit which is costing billions in lost investment and making it harder for them… https://t.co/XlTeZCBxKT
1720,"RT @cookiris14: Next time when you want fresh produce
Just remember you had it all

Until

These Cons Fools came up with this brilliant ide…"
1721,"Sad news of more shop closures and job losses.A good growth ditch #brexit budget could help ease these pressures.
T… https://t.co/XuZh4BEkLJ"
1722,"RT @MarkTodd_pol: Andrew Marr on @lbc ‘everybody is seeing empty shelves and green cardboard across the fruit and veg aisles.’

#Brexit #Br…"
1723,"RT @geoffh33: On the left #BrexitBritain 

On the right EU

Tell me again about ‘droughts’ in Europe affecting supplies to Britain.

#Boris…"
1724,"@pete_nicoll @SkyNews Conveniently forgetting the 27 borders erected after #Brexit .

#ScottishIndependence"
1725,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1726,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1727,"RT @Lance63: Pictures of empty shelves on social media as farmers warn of Brexit food crisis
“Things are about to get a lot worse for food…"
1728,"RT @cookiris14: Next time when you want fresh produce
Just remember you had it all

Until

These Cons Fools came up with this brilliant ide…"
1729,"RT @OperaSocialist: Can you feed a family of four with all this sovereignty?

#Brexit https://t.co/1y8FDC5Nrs"
1730,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1731,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1732,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1733,"What's your idea?? 
#Brexit #RishiSunak https://t.co/tNv2yJNz4h"
1734,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1735,RT @DeepSteveo: #Brexit is such a failure. Here’s another example of where culturally progressive Europeans move forward and Britain is lef…
1736,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1737,"RT @julianHjessop: FYI, two reasons for the current shortage of some out-of-season fruit &amp; veg:

1. bad weather in southern Europe and Nort…"
1738,@Douglas4Moray As the @Conservatives did with #Brexit. Identical story just a different #PoliticalParty. We all kno… https://t.co/x47hN72i47
1739,RT @FeeshKeeng: The year is 2025. Emaciated figures shuffle down empty supermarket aisles in VR headsets emblazoned with Union Flags. Feebl…
1740,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1741,"Brexiteers ""look at the fucking mess we've made. Let's say it's the weather and do a Project Fear on them, better y… https://t.co/8tY4rnqKU8"
1742,"RT @LizWebsterLD: Things are about to get a lot worse for food supply in Britain. 

It’s tomatoes and cucumbers now. Potatoes likely will b…"
1743,"Pictures of empty shelves on social media as farmers warn of Brexit food crisis
“Things are about to get a lot wors… https://t.co/IFjKJ1W2I6"
1744,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1745,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1746,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1747,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1748,"RT @MrMickNL: I've just been to our local Albert Heijn supermarket, the beef tomatoes &amp; golden kiwis seem popular. 🇳🇱🇪🇺 It's not supply iss…"
1749,"RT @jakkibak: Hurra #Brexit
What was that about 'less red tape'?

#BrexitReality #BrexitBritain"
1750,"RT @OperaSocialist: Can you feed a family of four with all this sovereignty?

#Brexit https://t.co/1y8FDC5Nrs"
1751,"RT @julianHjessop: FYI, two reasons for the current shortage of some out-of-season fruit &amp; veg:

1. bad weather in southern Europe and Nort…"
1752,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
1753,RT @DJmissGripper: #Brexit 😂😂 https://t.co/b247lA36GJ
1754,"Monday afternoon is when we do our weekly shop.

At Tesco’s &amp; Sainsbury’s little or no salad but definitely no toma… https://t.co/tc5w33p4Hi"
1755,RT @FranceJamet: #Brexit : Bruxelles et Paris ouvrent les ports 🇨🇵 à la concurrence et sortent le chéquier non pas pour sauver nos pêcheurs…
1756,Oh dear German carnival #Brexit https://t.co/UkFAFFaTOP
1757,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
1758,"RT @LizWebsterLD: An honest #Brexit Britain assessment from CNN! 

Fareed Zakaria gives us the truth on the fallout from Brexit and urges t…"
1759,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1760,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1761,@bergerac_jim @TerraOrBust Yesterday Sunday when French supermarkets are opened only in the morning with minimum st… https://t.co/GFU4Wksxp2
1762,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
1763,"@Sonnet_Lumiere @IanDunt No I understood! 
I actually think you may be right. 

We’ve played the long game .. 

So… https://t.co/Aq0ISkpOPY"
1764,RT @UKIP: Looks like the Europhile Irish Nationalists are the only ones who like Sunak and his Brexit in Name Only Deal. Our unelected PM i…
1765,RT @DJmissGripper: #Brexit 😂😂 https://t.co/b247lA36GJ
1766,@lolwestinghouse @AndrewMarr9 @LBC @bernardjenkin It seems to be back to his bad old @BBCNews days for Andrew Marr… https://t.co/ktrj38MA6J
1767,"RT @gildedcage66: What do you believe was the MAIN REASON some people (or yourself) voted for #Brexit?

Please retweet and comment others (…"
1768,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1769,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1770,RT @RonanLTynan: As disastrous implications of #brexit become more apparent everyday in the #UK more than two-thirds of Britons now support…
1771,"RT @MagEve2: #r4today

According to @SimonClark Boris Johnson both 

1. Signed a treaty he described as ‘getting #Brexit done’

And 

2. Kn…"
1772,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1773,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1774,RT @RonanLTynan: #BorisJohnson as cynical as one can imagine embarking on a campaign of political vandalism against the Peace Process threa…
1775,"RT @Facts4euOrg: A good example of how BBC’s pro-EU, globalist Rejoiner ‘journalism’ is now beyond a joke – a Facts4EU demolition of a BBC…"
1776,"RT @LizWebsterLD: An honest #Brexit Britain assessment from CNN! 

Fareed Zakaria gives us the truth on the fallout from Brexit and urges t…"
1777,RT @GabeFin: Speculation abounds that #Sunak faced with #BorisTheLiar attempting a comeback on the Orange card (DUP) and their looney #Brex…
1778,"RT @stoner1968: @GBNEWS @Keir_Starmer that’s why you won’t be the next PM 

We cannot trust you to look after UK children and women let alo…"
1779,"RT @LizWebsterLD: An honest #Brexit Britain assessment from CNN! 

Fareed Zakaria gives us the truth on the fallout from Brexit and urges t…"
1780,UK small businesses must adjust their HR practices and policies in the wake of #Brexit. Use HR software like Crocod… https://t.co/Q3teN5W2hW
1781,"RT @cookiris14: Next time when you want fresh produce
Just remember you had it all

Until

These Cons Fools came up with this brilliant ide…"
1782,RT @DJmissGripper: #Brexit 😂😂 https://t.co/b247lA36GJ
1783,RT @EuropeanPowell: On an evaluation that leaving the EU could result in “a decade or more of uncertainty” ERG say this is false because “G…
1784,"Europe can see #brexit for the #EpicFail that it is. Food shortages, polluted rivers, NHS collapsing, poverty incre… https://t.co/6Z1zZarKPi"
1785,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
1786,RT @gmbutts: Some things are beyond parody. #Brexit https://t.co/uoUEcQTLjM
1787,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
1788,#Brexit https://t.co/jXjftk2vmq
1789,"RT @LizWebsterLD: An honest #Brexit Britain assessment from CNN! 

Fareed Zakaria gives us the truth on the fallout from Brexit and urges t…"
1790,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1791,"Sainsburys this evening. 
Thanks #Brexit 
You tw*ts voted for this. 
Get the Tories out of our government now! https://t.co/pNHE07kmMz"
1792,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1793,"RT @CibukOrg: “The EU’s Protocol was designed to thwart #Brexit and split the United Kingdom” – by By Jim Allister, KC MLA
https://t.co/XIA…"
1794,RT @Diarmaid_Mac_C: Effects of #Brexit on UK retailers. https://t.co/9DtxkS9uaT
1795,"RT @nisarmir21: Can't believe going to say this 😬 but wannabe Harry Potter .@George_Osborne is right.
#BorisJohnson *does not give a 💩 abou…"
1796,RT @FeeshKeeng: The year is 2025. Emaciated figures shuffle down empty supermarket aisles in VR headsets emblazoned with Union Flags. Feebl…
1797,RT @DeepSteveo: #Brexit is such a failure. Here’s another example of where culturally progressive Europeans move forward and Britain is lef…
1798,"RT @Jon_Danzig: 𝗪𝗘 𝗪𝗔𝗡𝗧 𝗢𝗨𝗥 𝗖𝗢𝗡𝗧𝗜𝗡𝗘𝗡𝗧 𝗕𝗔𝗖𝗞 - 𝟮-𝗺𝗶𝗻 𝘃𝗶𝗱𝗲𝗼

If the electorate agrees, we can undo #Brexit and get back together with our alli…"
1799,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1800,"RT @HeleneBismarck: It seems to me that the U.K. government is on a quest to demonstrate that , in spite of #Brexit , the U.K. remains prim…"
1801,#ukpolitics #torybritain #GTTO #Brexit #BrexitDisaster #ToryShambles #projectreality #nastyparty #ToryCorruption… https://t.co/XaCrryb4sV
1802,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1803,"RT @watch_union: Der #Brexit ist noch nicht vorbei und es wird immer noch über Nordische gestritten.

Die DUP und die Brexiteers sägen desw…"
1804,"RT @Jon_Danzig: 𝗪𝗘 𝗪𝗔𝗡𝗧 𝗢𝗨𝗥 𝗖𝗢𝗡𝗧𝗜𝗡𝗘𝗡𝗧 𝗕𝗔𝗖𝗞 - 𝟮-𝗺𝗶𝗻 𝘃𝗶𝗱𝗲𝗼

If the electorate agrees, we can undo #Brexit and get back together with our alli…"
1805,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1806,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
1807,"RT @Greekboy8: I find this scandal more worthy of airtime on #PoliticsLive than the disaster #Brexit is

#NHS privatisation drive linked to…"
1808,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1809,RT @RonanLTynan: #BorisJohnson as cynical as one can imagine embarking on a campaign of political vandalism against the Peace Process threa…
1810,"RT @David_T_Evans: Doesn't matter where it's said, really, it's the #RightWing #Nazi rhetoric - which he sticks to his bedrock of ""#Brexit""…"
1811,@Nigel_Farage Aren't you supposed to be out somewhere terrorising Asylum Seekers &amp; Refugees? #RefugeesWelcome #Racism #Brexit #RejoinEU
1812,"RT @g_gosden: A neo Nazi white supremacist speaking in a church. That’s how far we’ve fallen down the far right #brexit rabbit hole. 

 htt…"
1813,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
